34	17.08.2012	K	134	34	10	1	1	5	3	E	E	E	E	E	2	2	4	3	3	4	4	2	4	4	1	2	1	3
35	06.04.2012	K	125	25	10	1	1	3	2	E	E	E	E	H	2	2	3	2	3	2	4	3	4	4	1	2	3	4
36	22.11.2011	E	128	30	10	3.5	0	5	4	E	E	H	H	H	1	1	3	4	2	1	2	4	2	2	2	3	2	1
37	18.10.2011	E	135	30	10	3	1	3	2	E	E	H	H	E	1	1	4	3	4	3	3	1	4	1	1	2	3	2
38	27.01.2012	K	130	27	10	3	1	3	1	E	E	H	H	H	1	1	1	2	3	3	3	4	4	1	2	3	4	2
39	18.07.2012	E	114	20	10	1.5	1	4	2	E	H	H	E	E	1	1	1	1	4	3	2	3	4	4	4	2	3	1
40	09.07.2012	E	120	29	9	0.5	3	4	3	E	H	H	E	E	1	3	2	4	3	3	1	4	3	3	4	2	3	1
41	03.05.2010	E	129	27	8	1.5	1	3	3	E	E	H	E	E	2	1	2	4	3	2	4	1	2	4	1	2	3	3
42	17.04.2010	K	132	26	8	2	1.5	4	2	E	H	H	H	H	1	1	2	3	3	2	3	2	3	3	4	2	1	4
43	25.02.2010	E	123	26	10	1.5	2	4	2	E	E	H	E	H	2	2	2	3	3	2	3	2	3	4	2	3	2	2
44	05.12.2009	E	137	29	9	1	3	3	3	E	E	E	H	E	2	2	3	4	3	4	3	2	3	3	2	3	2	1
45	05.02.2010	E	139	38	8	2	1	3	2	E	E	E	E	H	1	1	2	3	2	2	2	1	3	4	2	3	2	1
46	25.11.2010	E	132	29	9	1	2	3	4	E	H	H	E	E	1	4	4	4	3	3	2	3	3	2	3	1	3	2
47	22.11.2010	K	125	25	10	2	1	3	3	E	E	H	E	E	1	2	2	4	3	2	2	1	4	4	2	2	1	2
48	10.08.2010	K	130	30	10	1	0	4	2	E	E	H	H	E	1	1	1	3	3	3	2	3	3	4	2	2	3	2
49	18.02.2010	K	131	29	10	4	2	4	3	E	E	H	E	H	1	1	4	4	3	2	3	4	3	2	1	2	2	3
50	17.08.2010	K	135	31	8	3.5	2	3	2	H	E	E	E	E	1	2	3	3	3	3	4	1	4	4	2	2	3	2
51	23.05.2010	E	136	24	8	4	1	4	4	E	E	H	E	E	3	1	2	3	2	3	3	1	2	1	1	2	3	2
52	04.01.2010	E	134	30	10	2	3	3	2	E	E	H	H	E	1	1	2	3	3	2	3	1	3	4	1	2	3	4
53	04.04.2010	K	140	38	9	0	2	3	1	E	E	E	E	E	3	2	4	3	2	4	2	1	4	4	2	2	4	5
54	28.09.2010	E	128	28	10	4	1	4	5	E	E	E	E	E	1	1	1	2	2	1	4	1	2	4	1	2	3	2
55	09.05.2010	K	127	29	9	1	1	4	2	E	E	H	E	E	1	2	2	3	4	4	4	2	4	4	3	2	3	4
56	17.05.2008	K	155	50	9	1	1	3	2	E	E	E	E	E	2	1	2	4	2	2	1	3	2	2	2	3	2	3
57	16.02.2010	E	132	36	9	4	2	3	3	E	E	H	E	E	1	2	1	3	3	3	4	1	3	4	2	3	2	2
58	06.05.2010	E	155	60	0.5	1.5	3	2	2	E	E	H	E	H	2	1	3	1	4	1	1	3	1	2	2	3	4	3
59	24.04.2009	E	135	32	9	1	2	3	4	E	E	H	E	H	1	2	2	2	4	4	4	2	3	4	2	4	4	2
60	10.12.2009	E	135	25	10	1	1	3	2	E	E	H	E	E	1	1	4	3	2	3	4	1	2	2	1	2	3	1
61	05.11.2009	E	140	45	8	3	2	2	4	E	E	H	H	H	1	1	2	1	1	2	3	3	2	2	2	3	1	2
62	04.07.2009	K	144	32	9	1	2	2	3	E	E	H	E	H	2	3	4	2	2	3	3	1	3	3	2	3	2	3
63	03.05.2009	K	110	38	8	4	2	2	4	E	E	E	E	H	1	3	3	2	2	1	4	3	2	2	2	3	1	1
64	28.04.2009	E	124	30	10	1	0.5	4	4	E	E	H	H	H	1	1	3	1	2	3	3	1	3	4	1	2	3	4
65	16.09.2009	K	134	31	8	1	2	3	3	E	E	H	E	E	1	2	2	3	3	2	1	1	3	4	1	2	3	1
66	17.11.2009	E	140	35	10	3	1	3	3	E	E	H	E	H	1	2	2	3	3	3	3	3	3	2	3	1	1	2
67	01.04.2009	E	155	42	8	2	1	3	3	E	E	E	E	E	1	1	1	3	1	2	1	1	2	2	1	2	3	3
68	29.07.2009	K	151	50	10	1	0	3	1	E	E	E	E	E	1	1	4	1	3	1	3	4	3	4	3	2	1	2
69	29.11.2009	K	139	36	10	2	2	3	3	E	E	H	E	E	1	1	2	3	2	1	2	2	3	4	1	2	4	3
70	28.05.2009	K	126	25	10	2	2	3	4	E	E	H	E	E	1	3	4	4	2	1	3	1	2	2	1	3	4	4
71	10.01.2009	E	150	40	10	3	1	4	5	E	E	E	H	E	1	1	2	3	3	1	4	4	3	4	1	2	3	2
72	10.04.2009	E	145	35	10	2	3	3	1	E	E	H	E	H	1	2	3	3	3	1	3	3	4	4	2	2	3	3
73	11.05.2009	E	131	31	8	3	1	2	4	E	H	H	E	E	1	1	3	4	2	2	4	2	3	4	2	2	1	1
74	09.08.2009	K	134	40	8	2	1	3	2	E	E	E	E	E	2	2	1	1	3	2	3	2	3	4	4	3	4	3
75	27.05.2009	K	128	30	10	2.5	2	3	4	E	E	H	E	H	2	1	3	3	1	3	4	4	2	4	1	3	3	4
76	17.03.2009	E	139	37	9	2	0	3	3	E	E	E	E	E	1	1	3	2	3	2	3	3	3	1	1	2	4	4
77	10.10.2009	E	135	30	9	2	1	3	3	E	E	E	H	H	3	1	1	2	3	3	3	3	3	1	2	3	4	2
78	15.04.2009	E	135	32	8	3	1	3	3	E	E	H	E	E	3	2	3	3	2	3	3	2	3	4	2	3	4	2
79	19.05.2009	E	135	25	9	2	2	3	2	E	E	H	H	E	1	1	1	2	1	2	3	4	3	1	1	2	3	4
80	19.05.2009	E	146	40	8	1.5	2	3	2	E	E	E	E	E	2	1	2	3	3	3	3	2	4	4	3	2	3	3
81	05.03.2012	K	122	30	9	2	2	4	3	E	E	H	E	E	2	3	2	3	2	4	3	1	3	4	1	2	3	4
82	20.09.2011	K	125	20	10.5	2	2	4	3	E	E	H	E	E	3	2	2	3	3	3	4	1	4	4	2	3	2	2
83	30.11.2010	E	127	23	10	0.5	0.5	3	2	E	H	H	E	E	1	1	4	4	3	3	4	1	4	4	1	2	2	2
84	01.05.2010	K	120	29	12	2	2	5	2	E	H	H	E	E	2	3	4	3	3	3	4	1	3	4	2	3	3	4
85	18.02.2012	E	129	34	10	2	1	4	3	E	E	E	E	E	1	1	3	4	3	3	3	1	3	4	1	2	3	4
86	01.01.2011	K	128	28	10	0.5	1	3	1	E	E	E	E	E	3	2	1	2	4	3	3	1	3	4	2	3	4	2
87	14.05.2011	E	125	35	9	1	1	4	3	E	E	H	E	H	2	2	4	3	2	1	4	1	3	4	2	3	2	4
88	18.02.2011	K	126	24	10	1	2	3	3	E	E	H	E	H	2	3	3	3	2	3	3	4	4	4	2	3	4	3
89	09.12.2010	K	133	30	9	1	2	3	1	E	E	E	E	E	1	2	2	3	2	3	3	2	4	4	2	3	3	4
90	16.02.2011	K	123	21	10	1	1	3	2	E	E	H	E	E	1	2	3	4	3	3	4	3	4	4	3	2	2	2
91	23.04.2011	K	120	26	9	1	2	5	2	E	E	H	E	E	2	1	1	2	4	1	2	4	4	4	1	2	3	3
92	23.08.2011	E	136	32	8	2	1	4	3	E	E	H	H	H	3	4	3	3	3	3	3	3	1	3	4	2	3	4
93	09.03.2011	K	139	29	10	0.5	1	3	2	E	E	E	E	H	1	2	2	2	3	1	4	3	4	4	2	3	4	4
94	29.11.2011	E	130	30	10	3	1	3	3	E	E	H	E	E	1	1	2	3	3	2	4	1	2	4	1	3	2	3
95	28.06.2011	K	125	28	9	1.5	1.5	3	2	E	E	H	E	H	1	1	2	3	3	3	3	3	3	4	1	2	3	3
96	24.08.2011	K	128	27	11	4	3	6	2	E	E	H	E	H	1	1	1	2	2	2	3	3	3	4	1	2	3	3
97	05.08.2011	E	130	32	9	1	1	4	3	E	E	H	E	E	2	2	2	3	3	2	3	2	3	4	1	4	4	1
98	29.11.2010	K	137	31	10	1	2	4	2	E	E	E	E	E	1	2	2	3	3	3	4	2	3	4	1	2	3	2
99	19.05.2011	E	140	49	9	2	1.5	4	2	E	E	E	E	E	2	3	4	2	4	4	3	2	2	1	3	4	2	2
100	08.08.2011	K	129	24	10	2	1	3	2	E	E	H	H	H	2	4	2	1	4	3	3	3	4	4	3	2	3	3
101	13.09.2011	K	132	31	10	2	1	3	3	E	E	H	E	E	2	2	1	2	2	3	3	2	4	4	2	3	3	2
102	26.06.2011	E	123	22	8	1	1	3	2	E	E	H	E	E	1	1	1	3	2	1	3	3	3	4	1	2	3	4
103	05.09.2011	K	124	25	10	3	2	3	2	E	E	H	E	E	1	1	1	4	3	2	4	1	3	4	1	2	4	1
104	09.11.2009	K	120	21	7	2	1	2	2	E	E	H	H	H	2	2	2	2	1	2	4	2	3	4	3	2	4	3
105	18.08.2008	E	135	32	9	0	2	4	2	E	E	H	E	E	1	1	4	3	2	3	4	2	4	4	2	3	2	3
106	07.08.2009	E	137	34	7	2	1	5	4	E	E	H	E	E	1	1	2	1	3	4	4	4	3	3	2	3	4	3
107	30.01.2009	K	146	30	10	5	0.5	4	3	E	E	H	H	E	1	1	3	2	1	1	4	1	3	4	1	2	3	2
108	28.04.2009	K	148	30	8	1	1	3	3	E	H	H	E	E	1	1	1	1	1	1	4	2	3	3	1	1	2	1
109	16.06.2009	E	145	34	9	5	1	3	4	E	E	H	H	H	1	1	2	4	1	2	3	2	3	3	3	2	4	2
110	10.08.2009	K	133	34	10	3	8	3	2	E	E	E	E	E	2	1	1	3	3	2	4	3	3	4	2	2	3	4
111	18.01.2009	K	142	36	8	1	1	3	1	E	E	H	H	H	2	2	1	3	3	3	3	1	3	4	2	4	4	3
112	01.08.2009	K	138	35	8	1	2	4	3	E	E	H	E	E	1	1	1	2	2	2	4	2	3	4	1	3	2	2
113	20.06.2008	K	140	35	8	0.5	2	3	2	E	E	H	E	H	1	2	2	3	3	3	3	4	4	4	3	4	2	2
114	18.08.2009	E	134	30	9	4	2	3	2	E	E	E	E	E	1	2	1	3	4	3	4	1	4	4	1	3	3	2
115	18.06.2009	K	140	33	8	0	2	3	3	E	E	H	E	H	2	4	3	4	3	3	4	2	4	4	2	3	2	2
116	21.05.2009	K	139	38	9	3	1	4	3	E	H	H	E	E	1	1	1	1	1	2	3	3	3	1	2	3	2	1
117	15.07.2009	K	149	49	11	3	1	3	2	E	E	E	E	E	1	2	1	2	2	1	3	2	4	4	4	3	2	3
118	06.05.2010	E	140	40	9	2	3	3	2	E	E	E	E	H	1	1	2	4	2	2	4	2	3	4	1	2	3	4
119	11.03.2011	K	125	23	10	1	1	3	2	E	E	H	E	E	1	1	1	1	3	3	3	3	4	4	1	2	3	4
120	12.04.2009	K	128	25	10	0.5	1	4	4	E	H	H	H	E	1	1	2	2	3	2	3	1	3	4	4	2	3	3
121	14.05.2010	K	134	34	8	1.5	0.5	3	2	E	E	H	E	E	1	3	3	2	3	3	4	1	3	4	1	2	3	4
122	12.08.2010	K	132	25	9	2	2	4	2	E	E	H	E	H	1	1	2	3	4	1	2	4	4	4	2	2	3	4
123	01.05.2010	E	138	35	9	3	1	3	2	E	E	E	E	E	1	1	1	1	2	2	3	4	3	4	1	3	3	2
124	12.09.2010	E	133	34	9	1	1	4	2	E	E	E	E	E	2	1	1	4	3	2	3	2	4	4	4	3	4	3
125	10.05.2010	K	143	39	8	1	2	3	2	E	E	H	E	H	2	3	3	3	4	1	4	2	3	4	1	3	3	2
126	08.10.2010	K	130	25	8	2	2	3	2	E	E	H	E	E	3	1	2	3	3	3	3	2	3	4	3	2	2	3
127	19.07.2010	E	134	34	10	2	0.5	3	3	E	E	H	E	H	2	1	1	3	3	4	4	2	3	4	1	3	2	2
128	12.07.2010	K	143	47	9	0.5	1	4	3	E	E	H	E	E	2	2	2	3	2	1	3	1	3	4	1	2	3	4
129	05.08.2010	K	135	32	10	2	2	3	3	E	H	E	E	E	1	3	4	3	3	1	4	3	1	4	2	3	2	3
130	18.03.2010	E	138	35	9	3	1	4	3	E	E	E	E	H	2	2	2	2	3	2	3	2	3	4	2	3	2	4
131	11.02.2010	K	140	33	9	0.5	0.5	3	2	E	E	H	H	H	1	1	4	1	4	1	3	4	4	4	4	3	3	4
132	14.05.2010	E	145	46	10	0.5	0.5	3	1	E	E	H	E	H	1	1	3	3	3	1	3	3	4	3	3	2	4	2
133	09.08.2010	K	138	30	9	1	1	3	1	E	E	H	H	E	1	2	3	1	3	3	3	1	4	4	3	3	4	4
134	15.06.2010	K	130	23	7	2	2	3	4	E	E	E	H	E	3	1	2	3	2	2	4	4	3	2	1	3	2	2
135	01.01.2010	E	145	42	10	2	0.5	4	3	E	E	E	E	H	1	3	4	1	3	1	4	1	4	4	1	3	2	2
136	04.06.2010	K	138	34	9	1	2	4	3	E	E	H	H	H	2	2	2	2	2	2	4	2	3	4	3	2	3	4
137	29.12.2009	E	132	41	8	5	0	5	5	H	H	H	E	E	1	1	3	4	2	4	1	2	1	1	1	2	2	1
138	17.08.2010	E	143	31	10	2	1	4	2	E	E	H	H	H	1	1	2	3	2	3	4	2	3	3	1	3	4	2
139	04.05.2010	E	143	36	8	1	2	4	3	E	E	H	E	E	2	1	1	2	3	3	4	2	3	4	4	1	2	3
140	05.02.2010	E	140	30	8	2	1	5	2	E	E	H	E	H	2	2	2	4	1	2	4	2	3	4	4	2	3	4
141	05.04.2010	K	134	36	10	2	2	3	2	E	E	H	E	H	2	1	2	1	3	2	4	4	4	4	1	4	2	3
142	20.08.2010	K	134	27	8	1	1	3	1	E	E	H	E	E	1	1	2	4	3	3	4	3	1	1	4	3	2	2
143	19.07.2010	K	128	28	9	1	2	3	2	E	E	H	E	H	1	2	3	4	4	4	3	2	4	4	2	3	4	3
144	10.04.2010	E	130	30	11	1	4	5	5	E	E	H	E	E	1	4	4	1	3	3	4	1	3	4	3	1	2	3
145	16.12.2010	E	130	32	10	2	1	3	2	E	H	E	E	E	1	1	1	3	1	4	1	4	4	4	1	2	3	4
146	12.06.2010	E	130	30	9	0	1	3	2	E	E	H	E	H	1	1	2	4	2	2	3	4	3	2	1	3	4	2
147	02.11.2010	K	131	30	10	1	1	3	2	E	E	E	E	H	2	2	3	2	1	3	2	4	3	3	3	4	1	1
148	21.10.2009	K	140	32	10	12	3	2	3	E	E	H	E	H	3	2	2	4	2	4	3	2	3	4	1	3	2	4
149	22.06.2010	E	134	28	7	3	1	3	4	E	H	H	H	E	1	1	2	3	2	1	3	3	3	1	2	3	4	2
150	12.05.2010	E	120	30	8	3	1	6	2	E	E	H	E	H	3	2	2	3	2	2	4	1	4	1	1	3	2	3
151	16.04.2010	K	131	31	10	1	1	4	2	E	E	H	E	E	1	2	1	3	3	1	3	2	3	4	1	2	3	4
152	19.02.2010	K	135	29	9	3	2	2	3	E	E	H	H	E	1	1	4	3	2	3	4	2	2	2	1	3	2	2
153	23.08.2009	K	150	37	8	2	4	3	2	E	E	H	E	H	1	1	4	1	3	3	3	4	3	3	3	2	3	4
154	01.08.2009	E	143	35	9	3	1	3	2	E	E	H	H	E	1	1	1	3	1	2	3	4	3	3	4	2	3	3
155	09.02.2009	K	144	36	9	3	2	2	3	E	E	H	H	E	2	2	1	2	3	2	3	2	3	3	2	1	2	2
156	15.10.2009	K	130	27	8	1	1	3	3	E	E	H	H	E	1	1	2	2	2	3	3	3	3	3	3	2	3	2
157	01.01.2010	K	150	38	8	1	1	3	3	E	E	H	H	E	1	1	2	3	3	1	3	4	1	4	2	3	4	2
158	30.01.2009	K	135	34	9	2	3	3	3	E	E	E	E	E	1	2	2	3	3	2	3	2	3	4	1	3	4	3
159	03.03.2009	K	143	23	10	1	1	3	2	E	E	H	E	E	2	1	3	3	3	3	4	2	2	4	2	3	2	2
160	14.01.2009	K	131	32	7	2	0	3	3	E	E	H	H	H	1	1	1	2	2	3	3	4	3	4	2	2	2	2
161	16.07.2009	K	152	47	8	5	2	3	1	E	E	H	E	E	1	2	2	3	2	1	3	4	4	4	2	3	2	4
162	11.06.2009	K	138	36	8	2	2	3	2	E	E	H	E	H	1	2	1	3	2	1	3	1	3	3	1	2	3	4
163	16.01.2009	K	142	43	9	1	2	4	2	E	E	H	E	H	1	1	2	2	4	3	4	4	4	4	4	4	4	2
164	01.01.2010	K	133	26	10	1	2	3	3	E	E	H	H	E	1	1	2	2	3	3	3	3	2	3	4	2	3	2
165	25.11.2009	E	145	32	8	1	3	3	2	H	H	H	H	H	1	1	1	3	1	2	3	1	3	4	2	2	3	4
166	05.01.2009	E	135	29	9	2	1	3	2	E	E	H	E	H	1	1	3	2	3	2	3	2	4	4	3	2	4	3
167	02.06.2011	E	132	34	10	2	1	3	2	E	E	H	E	H	2	2	2	3	4	4	4	1	4	4	3	2	3	3
168	23.11.2010	E	133	33	10	2	1	4	3	E	E	E	E	E	1	1	3	4	3	3	3	1	3	4	1	3	2	4
169	05.08.2011	E	135	30	10	1	1	4	3	E	E	H	E	H	1	1	2	4	2	3	1	1	3	4	2	3	4	2
170	06.10.2011	K	123	21	9	1	1	4	4	E	E	H	E	E	1	1	2	3	3	3	4	3	4	4	2	3	4	2
171	07.01.2011	E	140	31	10	1	1	4	1	E	E	H	H	E	2	1	3	4	3	3	4	2	4	4	1	3	2	4
172	30.03.2011	E	124	21	8	2	2	3	4	E	E	H	E	E	1	1	2	3	3	3	2	1	3	4	1	2	3	2
173	26.01.2012	E	122	27	10	1	2	3	3	E	E	H	E	H	3	2	3	4	4	3	2	2	3	3	3	4	2	3
174	04.11.2011	E	125	21	10	1	2	3	4	E	E	H	E	H	2	2	2	3	3	2	4	2	3	4	2	3	3	2
175	03.08.2012	K	130	20	10	1	1	4	2	E	E	H	H	H	1	1	2	3	3	1	4	2	4	4	2	3	4	2
176	28.05.2011	E	120	23	8.5	2	2	3	2	E	E	H	H	E	1	2	3	2	2	2	3	4	4	4	1	2	3	4
177	06.10.2011	K	140	33	10	2	1	3	2	E	E	E	E	E	1	2	3	3	1	3	3	3	4	4	2	1	4	2
178	27.01.2011	E	130	31	8	2	1	3	5	E	E	E	E	E	1	1	2	3	1	1	4	1	1	3	1	3	3	1
179	08.03.2011	E	140	34	9	2	2	4	3	H	H	E	E	E	1	1	1	4	3	3	4	2	4	4	4	2	3	3
180	20.01.2011	E	122	24	10	0.5	0.5	3	2	E	E	H	E	H	2	4	3	3	3	3	4	1	4	4	4	3	4	4
181	11.02.2011	K	120	21	8	0.5	0.5	4	3	E	E	H	E	H	4	2	2	3	2	3	3	2	4	4	1	3	2	2
182	15.03.2011	E	129	26	7	0	2	3	3	E	E	H	E	H	2	4	3	4	3	3	4	2	4	4	2	3	2	4
183	02.12.2011	E	121	24	10	1	1	5	2	E	E	H	E	E	4	4	2	2	3	2	4	1	4	4	1	3	2	3
184	31.10.2012	E	122	23	8	3	2	2	2	E	E	H	H	E	1	1	1	3	2	2	3	3	3	4	2	3	2	3
185	14.03.2012	E	127	25	11	1	3	4	3	E	E	H	E	H	1	2	2	4	3	2	3	2	3	4	3	4	3	2
186	23.07.2012	K	130	25	10	1	2	4	2	E	E	H	E	H	2	2	1	4	3	2	3	2	4	4	1	3	2	3
187	16.09.2012	E	119	32	7	2	0.5	4	4	E	E	H	E	E	1	4	4	3	3	1	4	4	3	4	2	3	2	3
188	16.03.2012	K	115	20	12	1	5	2	2	E	E	H	E	H	1	1	2	1	2	2	2	3	4	4	2	4	4	1
189	24.08.2012	K	116	24	10	1	1	5	1	E	E	H	E	E	2	3	2	2	3	4	4	2	4	3	1	3	2	3
190	11.03.2012	K	119	20	9	1	2	3	2	E	E	H	H	E	1	1	2	3	3	1	3	2	3	4	1	3	2	3
191	17.04.2012	K	116	20	9	1	1	4	3	E	E	H	E	E	2	2	2	3	3	2	3	2	4	4	3	2	2	2
192	04.12.2010	K	115	26	8	0	2	2	3	E	H	H	E	E	2	1	2	3	3	3	4	1	2	4	2	3	2	3
193	01.12.2011	E	134	40	11	1	3	3	2	E	E	H	H	H	2	3	3	4	2	4	3	2	3	4	2	3	1	4
194	01.11.2010	E	140	41	10	2	1	3	3	E	E	E	E	H	3	1	1	3	3	3	3	1	2	4	1	3	2	3
195	07.06.2010	K	142	45	9	2	2	3	2	E	E	E	E	E	1	2	1	3	2	2	4	1	3	3	2	2	3	4
196	23.07.2010	K	133	34	8	1	1	3	2	E	E	H	E	E	1	3	2	3	3	2	3	1	3	4	4	3	2	2
197	28.05.2010	E	125	32	10	5	1	4	4	E	E	E	E	E	1	2	4	3	3	2	4	3	2	4	3	4	4	2
198	27.01.2010	E	132	20	10	1	1	4	3	E	E	H	H	E	2	2	3	3	2	3	3	1	3	4	2	3	2	3
199	04.04.2010	E	130	25	9	1	1	3	3	E	H	H	E	H	2	1	1	3	3	1	3	3	1	4	1	3	2	2
200	05.03.2010	E	141	42	10	1	0	3	2	E	E	H	E	H	4	3	3	4	3	3	3	3	4	4	4	3	2	1
201	15.12.2009	K	140	28	10	1	0	3	4	E	E	H	H	E	1	1	1	3	3	2	4	1	4	3	3	1	1	3
202	16.09.2010	E	142	36	9	4	0	4	2	E	E	E	E	E	2	3	2	3	4	3	3	4	4	4	4	3	4	3
203	08.03.2010	K	137	39	9	1	0	3	2	E	E	H	E	H	3	2	2	2	2	2	3	2	3	4	2	3	3	1
204	23.04.2010	K	139	41	8	2	1	3	2	E	E	E	E	E	1	2	2	3	2	1	4	3	3	4	2	2	2	3
205	29.07.2010	E	142	40	10	1	1	3	3	E	E	H	E	E	3	2	3	4	3	3	4	1	3	4	1	3	2	1
206	20.10.2010	K	130	27	10	1	3	2	3	E	E	H	H	H	3	1	3	4	3	2	3	4	4	4	1	4	4	4
207	30.10.2009	E	140	39	8	5	1	3	3	E	E	H	E	E	1	1	1	3	4	1	1	1	2	3	2	1	1	3
208	19.05.2010	K	133	28	10	1	2	3	2	E	E	H	E	H	1	2	2	3	2	3	4	2	3	4	2	3	2	1
209	25.03.2010	E	139	39	8	3	1	4	3	E	H	H	E	E	1	1	1	4	2	2	1	1	3	1	2	3	2	4
210	06.08.2010	K	120	24	8	2	2	3	4	E	E	H	H	E	1	1	2	3	2	3	3	2	3	4	1	3	2	2
211	19.04.2010	E	139	35	9	3	0	4	2	E	E	H	E	H	1	2	3	4	1	3	4	2	4	4	3	2	3	3
212	23.04.2010	E	132	26	9	1	1	4	4	E	E	H	E	H	1	1	1	1	2	1	3	3	4	4	1	2	2	3
213	01.12.2010	K	131	30	8	2	2	3	2	E	E	H	E	E	2	3	3	3	2	2	4	2	3	4	1	3	4	4
214	27.09.2012	K	123	26	9	3	2	4	3	E	E	H	E	E	1	2	3	3	4	3	4	1	3	4	1	2	2	1
215	04.06.2012	K	125	25	10	2	2	3	3	E	E	H	E	E	1	2	1	4	3	3	2	2	3	4	4	1	2	3
216	30.07.2010	E	123	29	10	1	1	4	5	E	E	E	E	E	2	1	3	3	2	3	4	3	2	3	1	3	4	1
217	30.11.2012	E	123	23	10	30	1	4	4	E	E	H	E	H	1	1	2	4	2	3	4	4	2	4	1	2	3	4
218	04.07.2012	K	122	29	11	2	2	3	2	E	E	E	E	E	1	1	2	2	3	2	3	3	3	4	3	3	2	1
219	10.05.2010	K	129	24	8	2	0	3	3	E	E	H	E	H	3	1	2	1	3	1	4	1	3	4	1	2	3	4
220	02.04.2010	K	145	35	9	2	2	3	2	E	E	E	E	H	1	2	1	3	2	2	3	2	3	3	3	1	2	2
221	19.05.2010	E	128	37	8	2	1	3	2	E	E	E	E	E	2	1	1	3	3	3	3	3	3	4	1	3	2	3
